Crop	N	P	K	Temperature	humidity	pH	Rainfall	State	Season	Price
lentil	18.42	66.71	19.78	21.73	63.01	6.09	42.52	Uttar Pradesh	Kharif	38.08
lentil	20.22	55.15	21.03	24.87	69.61	7.4	39.73	Tamil Nadu	Post-Monsoon	107.6
lentil	21.82	61.86	18.15	17.4	65.61	6.6	41.11	Tamil Nadu	Zaid	243.82
lentil	15.03	72.41	19.02	23.35	71.25	6.04	36.23	Maharashtra	Zaid	285.81
lentil	22.51	59.97	19.52	21.86	70.7	6.77	41.6	Uttar Pradesh	Zaid	14.82
lentil	18.6	55.92	23.08	18.26	66.44	6.91	39.0	Maharashtra	Kharif	111.02
lentil	24.39	73.83	19.76	21.58	68.99	6.15	38.85	Maharashtra	Rabi	216.46
lentil	23.7	72.52	22.85	22.17	62.32	6.75	35.87	Punjab	Post-Monsoon	58.74
lentil	19.46	57.31	21.63	17.41	64.12	7.13	41.6	Uttar Pradesh	Kharif	136.12
lentil	22.16	58.2	24.29	24.03	69.66	6.33	37.58	Karnataka	Kharif	202.99
lentil	24.23	67.67	19.92	22.96	65.33	6.34	40.76	Maharashtra	Kharif	196.76
lentil	18.77	69.35	22.36	18.82	68.42	6.84	43.56	West Bengal	Rabi	85.14
lentil	17.91	57.23	18.4	20.92	63.88	7.41	40.73	West Bengal	Zaid	286.68
lentil	20.77	55.03	15.62	20.36	70.47	7.47	38.2	Tamil Nadu	Rabi	160.73
lentil	21.02	59.44	18.95	20.38	66.61	6.22	44.43	West Bengal	Post-Monsoon	207.19
lentil	16.47	60.67	22.47	23.49	70.28	6.05	38.2	Maharashtra	Kharif	89.3
lentil	23.48	66.48	21.31	17.16	64.91	7.45	35.59	Tamil Nadu	Rabi	250.09
lentil	17.11	69.65	23.1	22.0	62.53	7.3	36.79	Karnataka	Post-Monsoon	96.74
lentil	23.15	73.25	16.59	15.22	65.92	6.63	39.73	Tamil Nadu	Post-Monsoon	123.41
lentil	20.28	60.66	21.96	16.95	70.56	6.59	36.31	Maharashtra	Kharif	256.44
lentil	22.1	64.15	16.64	16.38	68.96	6.44	36.45	West Bengal	Rabi	223.24
lentil	15.09	69.52	20.76	21.78	71.88	6.22	44.5	Karnataka	Rabi	278.54
lentil	15.96	74.48	16.8	15.52	71.8	6.98	40.93	West Bengal	Post-Monsoon	81.05
lentil	16.19	62.93	18.03	20.96	63.72	7.12	42.76	Punjab	Kharif	235.54
lentil	23.65	68.01	17.75	21.53	65.67	6.18	35.83	Karnataka	Rabi	16.68
lentil	20.73	66.45	17.74	22.45	69.94	6.27	39.84	Punjab	Post-Monsoon	96.53
lentil	16.25	61.5	22.14	23.62	67.38	6.61	42.01	Karnataka	Post-Monsoon	28.54
lentil	23.37	65.78	23.19	21.52	69.54	6.31	41.59	Uttar Pradesh	Rabi	259.98
lentil	21.95	55.11	19.47	18.14	62.39	6.86	41.53	Uttar Pradesh	Zaid	256.92
lentil	15.35	74.6	20.06	18.64	67.44	6.63	44.45	Uttar Pradesh	Rabi	97.17
lentil	24.46	65.39	22.83	21.59	66.45	6.87	41.95	Maharashtra	Zaid	185.79
lentil	20.11	68.76	21.63	15.45	62.37	6.21	43.56	West Bengal	Rabi	184.62
lentil	17.16	62.18	16.28	21.22	62.74	6.38	38.82	West Bengal	Post-Monsoon	142.26
lentil	24.45	68.53	24.4	16.43	64.04	6.94	37.69	Punjab	Rabi	217.19
lentil	20.64	67.96	20.11	16.64	70.22	6.47	42.88	Karnataka	Kharif	289.57
lentil	17.47	60.4	20.31	21.84	66.07	6.49	35.89	Tamil Nadu	Zaid	52.44
lentil	22.98	60.47	15.98	24.79	64.22	7.43	42.83	Uttar Pradesh	Rabi	162.68
lentil	23.76	66.78	23.07	15.96	65.49	6.86	37.82	Tamil Nadu	Kharif	270.01
lentil	16.71	73.93	18.9	18.45	69.41	7.45	40.32	Maharashtra	Post-Monsoon	148.29
lentil	16.28	55.19	20.14	16.55	63.26	6.57	42.35	Uttar Pradesh	Zaid	215.18
lentil	17.49	67.17	22.07	16.83	71.86	7.2	40.02	Tamil Nadu	Post-Monsoon	160.97
lentil	22.18	73.48	17.29	21.36	62.87	6.46	42.71	Uttar Pradesh	Kharif	32.24
lentil	17.4	56.87	20.75	15.85	64.86	7.39	43.08	Uttar Pradesh	Post-Monsoon	206.34
lentil	24.32	57.73	19.98	21.85	68.77	6.8	36.25	Uttar Pradesh	Rabi	274.16
lentil	22.46	69.28	22.03	22.5	64.44	7.11	44.51	Maharashtra	Kharif	186.14
lentil	24.65	68.49	23.82	20.24	64.25	6.11	43.39	Maharashtra	Zaid	286.22
lentil	19.23	62.58	18.73	16.13	71.14	6.37	40.39	Uttar Pradesh	Zaid	96.76
lentil	17.94	59.26	22.38	20.69	64.17	6.46	44.33	Punjab	Kharif	281.27
lentil	23.92	71.97	15.57	15.06	66.6	6.45	36.07	Tamil Nadu	Rabi	126.6
lentil	15.09	63.62	16.98	20.29	70.99	6.62	44.13	Uttar Pradesh	Rabi	233.14
lentil	17.5	64.41	18.74	18.64	70.92	6.8	37.69	Karnataka	Post-Monsoon	56.93
lentil	18.54	63.68	18.59	23.71	63.98	6.28	35.4	Karnataka	Post-Monsoon	225.74
lentil	24.01	58.21	16.99	19.79	68.65	6.4	39.21	Maharashtra	Post-Monsoon	241.95
lentil	22.14	61.5	22.64	23.82	67.02	7.39	43.43	Karnataka	Rabi	41.82
lentil	16.08	55.42	16.56	20.0	69.67	6.35	41.78	Tamil Nadu	Post-Monsoon	293.17
lentil	22.37	63.69	17.89	19.86	69.61	6.37	36.52	Maharashtra	Rabi	82.35
lentil	22.67	72.28	24.94	17.47	70.21	6.3	42.06	Uttar Pradesh	Rabi	64.71
lentil	23.55	67.58	16.49	16.2	66.01	6.41	36.92	West Bengal	Post-Monsoon	15.12
lentil	17.0	72.29	18.8	20.25	69.0	7.47	37.22	Karnataka	Post-Monsoon	27.79
lentil	19.27	56.03	16.1	18.64	71.43	7.07	37.47	Uttar Pradesh	Rabi	21.86
lentil	15.52	69.9	17.12	19.72	71.08	6.15	36.85	Karnataka	Zaid	106.94
lentil	16.12	68.38	21.83	22.7	63.3	6.54	43.1	Punjab	Zaid	79.09
lentil	17.76	66.69	15.87	16.06	68.3	6.9	35.41	Punjab	Rabi	65.95
lentil	19.46	56.97	24.42	21.19	65.01	6.71	42.61	Maharashtra	Rabi	22.71
lentil	16.92	66.01	17.53	23.77	70.53	7.36	44.75	Tamil Nadu	Post-Monsoon	192.66
lentil	16.17	63.72	19.83	20.24	71.52	7.19	36.67	Tamil Nadu	Rabi	94.0
lentil	24.56	56.22	24.72	16.9	70.15	6.74	40.32	Maharashtra	Kharif	58.0
lentil	22.51	62.68	22.79	19.01	64.71	6.28	36.6	West Bengal	Kharif	264.95
pomegranate	22.91	19.55	22.08	23.25	90.43	5.94	128.33	Maharashtra	Kharif	59.62
pomegranate	15.46	17.38	15.39	19.48	95.07	7.35	110.82	Uttar Pradesh	Rabi	296.97
pomegranate	17.1	16.16	21.49	24.33	95.78	6.15	137.86	Maharashtra	Zaid	219.4
pomegranate	19.08	21.11	18.25	18.57	94.53	7.15	108.77	Tamil Nadu	Rabi	84.24
pomegranate	15.16	21.57	23.68	27.39	92.67	6.95	127.52	Punjab	Zaid	262.31
pomegranate	21.34	20.51	23.17	20.21	90.15	6.66	132.31	Karnataka	Rabi	139.36
pomegranate	22.3	19.34	16.48	22.79	91.97	6.42	132.62	West Bengal	Rabi	175.2
pomegranate	24.43	16.8	17.82	21.1	95.08	7.13	127.49	West Bengal	Kharif	51.62
pomegranate	19.26	19.55	21.45	22.03	93.79	5.77	130.02	Uttar Pradesh	Kharif	119.58
pomegranate	15.21	23.27	22.63	24.44	88.35	6.0	103.34	West Bengal	Kharif	239.8
pomegranate	15.09	22.92	20.42	26.18	94.82	5.67	105.57	Maharashtra	Post-Monsoon	246.48
pomegranate	18.07	19.79	17.44	23.44	90.14	6.59	100.85	Uttar Pradesh	Kharif	167.95
pomegranate	16.03	23.86	19.15	18.01	89.79	5.95	115.42	Tamil Nadu	Zaid	75.51
pomegranate	23.79	18.85	23.84	26.23	88.9	5.84	104.41	Uttar Pradesh	Zaid	113.62
pomegranate	21.16	16.18	24.23	27.2	95.16	6.71	107.12	Maharashtra	Zaid	183.89
pomegranate	21.79	16.5	21.67	21.02	94.54	6.2	104.16	Karnataka	Zaid	280.54
pomegranate	23.11	22.11	15.76	18.02	95.46	5.8	126.23	Tamil Nadu	Rabi	123.27
pomegranate	22.21	22.86	19.78	18.67	92.62	7.42	111.14	Uttar Pradesh	Zaid	298.48
pomegranate	16.82	18.85	18.19	22.24	93.55	6.33	131.74	Tamil Nadu	Rabi	242.62
pomegranate	21.54	17.46	19.19	22.97	92.27	6.56	132.86	Karnataka	Kharif	178.48
pomegranate	19.22	20.78	21.93	25.48	93.62	5.97	100.11	Uttar Pradesh	Zaid	171.93
pomegranate	24.58	24.21	15.6	21.49	94.79	7.23	132.76	Tamil Nadu	Post-Monsoon	51.8
pomegranate	23.53	24.72	24.13	20.42	94.62	5.61	105.51	Punjab	Rabi	119.46
pomegranate	15.26	24.65	18.72	25.01	93.3	5.65	133.5	West Bengal	Kharif	52.6
pomegranate	16.41	17.45	15.12	26.31	91.33	7.03	118.79	West Bengal	Zaid	146.35
pomegranate	22.23	19.44	21.45	18.13	88.89	5.62	125.7	Maharashtra	Rabi	155.96
pomegranate	15.11	23.33	21.8	26.76	92.43	7.16	136.77	Maharashtra	Zaid	215.71
pomegranate	19.24	16.57	24.73	23.22	95.82	5.75	108.47	Maharashtra	Kharif	73.48
pomegranate	16.84	22.46	20.59	26.42	94.53	6.44	112.53	Punjab	Post-Monsoon	249.9
pomegranate	16.65	23.03	21.47	19.95	88.87	5.66	124.13	Tamil Nadu	Kharif	79.46
pomegranate	16.63	16.06	17.12	18.11	95.28	5.88	108.07	Uttar Pradesh	Rabi	88.06
pomegranate	24.77	20.65	20.64	25.9	88.37	6.13	137.74	Uttar Pradesh	Zaid	227.99
pomegranate	24.59	20.0	18.14	21.91	90.85	5.76	126.99	Tamil Nadu	Post-Monsoon	269.99
pomegranate	20.04	20.02	22.75	18.24	94.37	6.45	134.75	Uttar Pradesh	Zaid	56.75
pomegranate	21.82	15.79	21.26	27.53	89.85	5.93	127.26	West Bengal	Rabi	298.09
pomegranate	20.02	24.92	21.09	23.23	94.15	6.39	105.25	Tamil Nadu	Zaid	190.81
pomegranate	24.4	15.4	22.13	24.83	89.91	7.49	124.28	West Bengal	Post-Monsoon	38.25
pomegranate	15.15	22.66	18.1	26.68	94.38	7.29	119.96	Karnataka	Zaid	59.22
pomegranate	17.96	15.68	20.77	21.53	88.57	6.92	118.43	Karnataka	Zaid	231.31
pomegranate	19.42	24.24	24.4	27.72	91.91	6.23	111.47	Karnataka	Rabi	137.84
pomegranate	20.12	21.25	18.14	18.83	91.31	6.4	135.1	Punjab	Kharif	189.98
pomegranate	21.44	22.41	17.45	26.21	88.06	7.21	111.63	West Bengal	Post-Monsoon	257.61
pomegranate	17.23	23.74	21.69	21.49	91.75	6.57	132.73	Uttar Pradesh	Kharif	62.28
pomegranate	16.08	24.6	18.97	22.33	91.21	5.63	113.7	Maharashtra	Post-Monsoon	71.66
pomegranate	22.41	16.14	19.55	23.45	95.59	5.79	108.54	Maharashtra	Kharif	296.47
pomegranate	22.74	15.62	23.09	25.9	95.83	5.93	108.46	Uttar Pradesh	Post-Monsoon	88.26
pomegranate	21.36	15.84	15.69	22.05	90.39	6.92	134.85	Maharashtra	Rabi	204.2
pomegranate	17.59	23.31	15.92	27.02	90.74	7.01	106.58	Tamil Nadu	Post-Monsoon	149.67
pomegranate	20.36	22.84	24.66	22.37	95.3	6.64	132.92	Maharashtra	Rabi	32.56
pomegranate	21.68	21.17	18.24	27.86	95.51	6.99	129.47	Tamil Nadu	Kharif	53.65
pomegranate	19.59	16.47	23.64	19.14	95.76	6.31	120.83	Uttar Pradesh	Post-Monsoon	283.56
pomegranate	23.57	21.34	21.39	23.78	88.29	6.99	107.51	Punjab	Rabi	184.27
pomegranate	17.16	17.1	16.91	24.8	95.64	6.24	114.55	Tamil Nadu	Zaid	155.6
pomegranate	23.68	21.99	21.49	22.56	91.28	6.2	121.7	Maharashtra	Zaid	42.88
pomegranate	16.76	19.28	16.77	23.95	92.34	6.26	133.8	Punjab	Post-Monsoon	193.89
pomegranate	22.02	24.38	24.06	18.99	88.7	7.17	103.59	Uttar Pradesh	Post-Monsoon	40.07
pomegranate	22.5	21.24	20.45	24.34	92.03	7.11	126.71	Karnataka	Rabi	74.64
pomegranate	19.55	18.81	16.96	22.7	89.0	7.44	136.56	Karnataka	Post-Monsoon	12.21
pomegranate	18.75	17.24	17.84	26.8	90.12	7.18	131.81	Karnataka	Rabi	11.21
pomegranate	24.09	15.33	15.26	25.91	94.73	6.54	129.65	Tamil Nadu	Zaid	59.42
pomegranate	20.72	19.3	20.56	21.91	92.93	6.29	102.06	Maharashtra	Post-Monsoon	47.37
pomegranate	21.36	24.77	16.74	27.04	92.14	6.37	103.98	West Bengal	Kharif	193.12
pomegranate	22.84	23.43	21.27	20.6	92.42	7.4	108.15	Uttar Pradesh	Kharif	136.85
pomegranate	21.29	20.93	15.28	25.08	95.36	5.66	115.3	Punjab	Rabi	295.19
pomegranate	21.34	22.78	16.87	24.53	89.77	5.89	133.62	Punjab	Post-Monsoon	233.41
pomegranate	21.59	17.75	24.35	24.27	93.11	6.66	104.14	Karnataka	Kharif	41.05
pomegranate	17.82	23.95	15.93	22.94	90.89	7.18	115.63	Karnataka	Kharif	129.99
pomegranate	19.87	21.26	17.1	22.2	95.12	6.77	118.04	West Bengal	Rabi	96.64
pomegranate	24.04	21.6	21.31	26.55	88.94	6.19	113.87	Maharashtra	Kharif	55.93
pomegranate	22.42	24.27	16.93	18.3	88.18	6.52	106.09	Tamil Nadu	Kharif	270.59
pomegranate	15.29	16.39	15.83	24.92	89.01	6.05	107.97	Uttar Pradesh	Zaid	215.34
pomegranate	21.52	19.67	23.09	22.36	95.57	7.34	110.0	West Bengal	Zaid	288.94
pomegranate	16.03	22.93	20.88	19.66	89.65	6.94	117.34	Karnataka	Post-Monsoon	182.94
pomegranate	17.72	18.19	16.08	21.83	89.6	6.21	135.92	Uttar Pradesh	Post-Monsoon	58.5
pomegranate	15.34	20.11	20.87	20.93	94.61	6.79	138.61	Tamil Nadu	Post-Monsoon	18.68
pomegranate	16.8	18.23	22.91	21.58	88.58	6.81	114.88	Tamil Nadu	Kharif	12.79
pomegranate	21.88	22.17	17.14	23.67	90.57	5.97	102.65	Tamil Nadu	Rabi	162.91
pomegranate	16.03	17.78	21.08	26.83	94.88	5.65	135.71	Karnataka	Post-Monsoon	102.16
pomegranate	18.2	16.97	23.03	22.99	95.92	6.34	104.96	West Bengal	Zaid	181.44
pomegranate	17.36	15.21	15.18	25.83	92.61	5.51	118.47	West Bengal	Post-Monsoon	20.73
pomegranate	20.33	20.28	18.37	18.16	91.76	7.16	116.6	Tamil Nadu	Zaid	101.99
pomegranate	18.46	15.8	22.75	22.94	88.38	6.1	139.36	Karnataka	Kharif	254.49
pomegranate	24.38	16.03	17.24	26.25	89.11	7.49	134.46	Punjab	Post-Monsoon	75.64
pomegranate	15.88	22.24	23.12	26.16	92.3	5.51	127.53	Uttar Pradesh	Zaid	266.16
pomegranate	15.43	15.48	18.04	20.64	93.5	7.08	115.18	Punjab	Rabi	278.21
pomegranate	20.83	16.2	18.19	19.48	92.67	7.2	135.82	Punjab	Post-Monsoon	203.79
pomegranate	20.22	17.41	19.78	22.9	90.24	7.05	119.31	Uttar Pradesh	Zaid	232.2
pomegranate	22.11	18.53	23.36	20.42	93.18	7.21	127.8	Uttar Pradesh	Post-Monsoon	27.48
pomegranate	15.13	17.16	23.19	19.88	88.84	5.92	123.62	Maharashtra	Zaid	230.54
pomegranate	18.12	19.54	16.54	23.05	95.31	5.94	114.55	Karnataka	Rabi	236.21
pomegranate	16.88	17.78	16.64	21.07	94.96	6.8	105.89	Uttar Pradesh	Kharif	79.76
pomegranate	23.94	16.87	15.29	24.62	91.62	6.03	137.08	Uttar Pradesh	Zaid	135.13
pomegranate	16.51	20.02	20.08	18.53	90.18	5.7	125.94	Punjab	Post-Monsoon	66.24
pomegranate	16.89	16.77	17.76	24.07	92.15	5.72	101.99	West Bengal	Kharif	73.68
pomegranate	15.53	15.36	17.66	18.66	88.81	5.95	124.81	Punjab	Post-Monsoon	123.65
pomegranate	16.01	22.34	23.8	20.68	89.65	7.07	113.91	Tamil Nadu	Zaid	222.83
pomegranate	15.94	20.03	22.0	22.77	90.44	7.31	109.54	Tamil Nadu	Kharif	58.33
pomegranate	18.32	19.55	24.62	24.66	91.42	5.54	138.97	Uttar Pradesh	Rabi	206.97
pomegranate	23.53	20.94	24.7	23.83	91.91	6.0	104.38	Uttar Pradesh	Zaid	252.25
pomegranate	20.25	16.67	16.47	18.94	90.44	6.97	118.1	Punjab	Zaid	297.04
banana	98.86	79.73	48.64	25.14	78.53	6.57	144.57	Punjab	Post-Monsoon	42.7
banana	105.29	84.56	45.21	34.79	83.56	6.49	107.08	Karnataka	Kharif	80.87
banana	106.12	89.47	48.59	32.44	76.94	6.93	131.94	Tamil Nadu	Post-Monsoon	296.33
banana	108.14	73.5	54.1	28.49	78.31	6.38	147.26	Tamil Nadu	Zaid	65.27
banana	103.69	84.04	53.34	26.23	82.95	6.35	139.63	Tamil Nadu	Zaid	41.96
banana	95.13	88.54	46.47	31.81	80.23	5.93	127.91	West Bengal	Zaid	151.18
banana	95.97	75.89	49.54	27.17	83.25	5.69	124.42	Uttar Pradesh	Post-Monsoon	112.15
banana	107.51	71.0	46.38	33.79	82.85	6.25	147.93	Maharashtra	Rabi	286.57
banana	105.7	72.85	52.33	29.32	84.18	5.94	101.61	Tamil Nadu	Rabi	245.4
banana	104.56	78.45	54.67	25.98	77.61	5.95	115.54	Maharashtra	Post-Monsoon	206.89
banana	99.84	81.56	51.83	27.0	76.36	6.33	115.05	Uttar Pradesh	Zaid	174.33
banana	104.42	80.92	48.76	33.76	79.37	5.71	122.1	Tamil Nadu	Zaid	145.83
banana	101.42	78.41	49.1	25.28	80.59	6.94	121.05	West Bengal	Zaid	238.12
banana	103.7	77.46	51.21	34.0	83.78	5.58	142.26	West Bengal	Post-Monsoon	204.32
banana	101.94	85.26	50.18	33.39	75.85	5.91	149.31	Uttar Pradesh	Zaid	182.36
banana	107.33	81.31	51.91	33.64	76.21	6.38	125.54	Punjab	Kharif	213.46
banana	102.74	81.24	54.67	26.36	83.95	6.46	107.74	Punjab	Zaid	218.55
banana	109.05	86.11	51.24	27.01	75.67	5.73	143.99	Maharashtra	Kharif	81.69
banana	96.55	70.49	50.06	28.91	84.26	5.95	124.19	West Bengal	Rabi	254.1
banana	103.2	86.43	51.81	33.59	81.17	6.15	131.81	West Bengal	Rabi	247.38
banana	104.86	73.42	52.42	30.47	79.76	5.94	133.38	Maharashtra	Post-Monsoon	116.53
banana	99.13	77.72	53.0	29.64	83.13	5.72	114.17	Uttar Pradesh	Post-Monsoon	13.2
banana	99.54	82.9	53.93	31.2	75.43	6.86	148.14	Karnataka	Post-Monsoon	90.3
banana	109.73	77.15	53.56	30.03	78.49	6.56	119.53	Uttar Pradesh	Rabi	200.22
banana	100.28	84.38	48.39	32.15	82.87	5.92	138.13	Tamil Nadu	Post-Monsoon	29.78
banana	107.59	79.67	54.63	31.06	76.8	6.56	125.35	Punjab	Zaid	47.53
banana	99.86	89.1	48.48	31.17	79.04	5.57	142.6	West Bengal	Rabi	38.0
banana	96.59	88.68	49.76	32.6	84.81	6.71	136.63	West Bengal	Kharif	270.94
banana	97.61	87.85	52.56	29.2	75.64	6.42	105.72	Punjab	Kharif	138.04
banana	100.61	82.63	45.29	26.74	76.08	6.17	106.66	Punjab	Rabi	66.76
banana	102.37	83.58	47.25	32.42	79.34	6.29	139.5	Uttar Pradesh	Kharif	192.44
banana	105.03	74.07	53.1	33.93	78.6	6.11	127.33	Uttar Pradesh	Zaid	63.74
banana	105.95	88.22	51.42	29.96	83.32	6.36	123.69	Tamil Nadu	Zaid	189.36
banana	103.38	72.76	45.67	29.28	78.76	5.61	103.91	Maharashtra	Zaid	39.26
banana	102.48	71.03	50.41	25.23	83.21	5.93	141.41	Karnataka	Zaid	29.71
banana	108.07	89.36	45.75	30.75	83.53	6.9	125.0	Karnataka	Kharif	168.32
banana	108.38	81.66	54.37	34.85	81.53	5.55	121.07	West Bengal	Zaid	267.53
banana	95.89	74.08	53.17	28.3	82.57	6.87	103.12	Karnataka	Kharif	243.64
banana	103.46	82.2	53.35	33.07	78.46	5.61	120.81	Punjab	Kharif	267.38
banana	102.18	72.59	52.23	26.04	79.97	5.84	117.51	Karnataka	Zaid	236.65
banana	108.15	74.56	54.31	25.26	82.82	5.79	130.41	Karnataka	Kharif	170.22
banana	95.78	85.31	51.95	29.3	79.27	5.71	121.9	Maharashtra	Zaid	112.02
banana	100.15	88.36	47.38	25.92	75.1	6.12	137.63	Maharashtra	Kharif	297.37
banana	95.22	84.4	53.13	25.77	76.27	5.77	102.19	Tamil Nadu	Rabi	299.45
banana	96.95	77.96	51.58	31.57	75.76	6.91	110.29	Punjab	Zaid	270.32
banana	107.88	78.87	48.03	28.67	80.51	6.8	112.21	Tamil Nadu	Zaid	212.35
banana	102.55	71.08	54.0	32.06	81.22	5.92	110.18	West Bengal	Rabi	98.43
banana	103.29	72.45	52.25	32.88	75.36	5.85	122.01	Karnataka	Kharif	16.17
banana	107.54	75.41	50.88	28.0	84.65	5.59	142.73	Karnataka	Post-Monsoon	15.47
banana	100.74	78.88	47.24	28.79	81.6	6.3	133.02	Uttar Pradesh	Zaid	281.79
banana	108.65	85.09	48.36	33.28	77.63	6.63	110.83	Uttar Pradesh	Zaid	220.48
banana	104.32	87.31	52.83	34.29	82.52	6.71	127.66	Punjab	Zaid	258.97
banana	109.07	79.27	50.73	30.68	80.19	5.74	119.06	Punjab	Rabi	48.24
banana	95.23	85.99	54.51	25.86	77.5	6.31	116.88	Karnataka	Kharif	188.51
banana	100.43	83.18	52.82	33.1	81.08	5.69	128.42	Tamil Nadu	Zaid	255.8
banana	101.66	70.35	45.09	25.37	78.59	6.46	127.83	Karnataka	Kharif	178.08
banana	96.19	87.94	50.51	34.53	79.4	5.89	139.34	Tamil Nadu	Post-Monsoon	46.89
banana	104.46	72.94	51.18	25.5	76.14	5.56	134.22	Karnataka	Zaid	22.17
banana	105.76	71.22	52.15	27.59	77.57	6.52	142.87	Tamil Nadu	Kharif	184.17
banana	100.25	71.55	49.44	30.11	77.37	5.99	118.57	Punjab	Post-Monsoon	30.7
banana	101.4	75.66	45.25	31.07	78.6	6.96	144.87	Tamil Nadu	Post-Monsoon	283.32
banana	99.41	70.62	48.68	27.91	76.5	6.39	105.31	West Bengal	Zaid	158.13
banana	106.71	80.16	50.81	28.44	77.15	6.75	101.63	Punjab	Rabi	120.52
banana	109.97	71.57	45.77	34.36	77.25	6.26	128.72	Maharashtra	Post-Monsoon	166.3
banana	96.82	87.57	52.98	31.07	81.59	6.28	115.85	West Bengal	Zaid	274.21
banana	99.93	85.98	54.77	27.31	78.15	6.96	134.65	Karnataka	Post-Monsoon	114.95
banana	100.28	80.11	54.15	31.53	81.05	6.17	120.94	Maharashtra	Rabi	278.46
banana	98.67	88.19	51.74	31.66	81.06	6.69	117.08	Uttar Pradesh	Kharif	128.47
banana	102.58	72.97	49.94	33.81	76.98	5.77	122.7	West Bengal	Kharif	131.4
banana	106.48	84.23	49.7	26.01	83.69	6.75	101.2	West Bengal	Kharif	48.39
banana	108.0	88.37	54.04	28.54	79.02	6.34	135.6	Uttar Pradesh	Zaid	270.25
banana	108.48	81.83	51.17	34.94	75.45	6.61	117.75	Karnataka	Post-Monsoon	192.94
banana	106.11	78.71	52.58	32.0	82.33	6.59	129.48	Maharashtra	Kharif	54.15
banana	95.12	81.86	51.74	29.54	78.2	5.77	136.13	Tamil Nadu	Kharif	77.36
banana	102.4	70.97	50.18	30.25	80.08	6.89	114.26	Karnataka	Zaid	229.62
banana	109.3	70.84	54.45	33.82	82.31	6.15	113.91	Maharashtra	Zaid	38.85
banana	99.27	72.37	47.74	29.39	83.85	5.93	145.88	Maharashtra	Kharif	278.11
banana	105.0	72.82	47.07	33.39	82.55	5.54	145.13	Maharashtra	Rabi	11.93
banana	107.49	70.52	47.03	34.42	80.71	6.6	126.04	Karnataka	Zaid	276.22
banana	105.74	88.38	46.2	33.89	79.93	5.63	106.84	Tamil Nadu	Kharif	290.85
banana	107.05	84.89	47.22	25.74	76.57	6.0	122.67	Punjab	Kharif	214.97
banana	99.72	88.49	49.33	34.32	82.94	5.98	142.07	Punjab	Kharif	285.26
banana	104.41	74.92	50.86	33.72	77.2	5.79	123.51	Karnataka	Rabi	222.73
banana	99.24	73.97	53.76	34.51	83.57	6.62	100.16	Uttar Pradesh	Post-Monsoon	171.74
banana	98.13	73.56	49.18	27.63	78.8	6.38	131.89	Karnataka	Rabi	264.59
banana	107.61	87.5	51.68	29.9	81.3	6.4	127.17	Tamil Nadu	Kharif	73.49
banana	109.44	87.94	52.64	29.2	79.47	5.87	121.24	West Bengal	Post-Monsoon	287.33
banana	104.91	76.95	48.98	26.28	83.82	6.76	143.2	Maharashtra	Post-Monsoon	209.29
banana	95.43	75.36	47.15	33.51	79.09	6.34	116.16	Punjab	Zaid	129.26
banana	107.14	78.5	47.61	25.55	79.86	5.83	131.81	Uttar Pradesh	Zaid	139.81
banana	98.32	87.51	50.36	32.8	76.1	6.95	130.54	West Bengal	Kharif	285.58
banana	95.32	77.58	52.8	28.33	78.53	6.65	103.17	Uttar Pradesh	Rabi	115.01
banana	97.98	73.14	50.36	33.6	77.29	6.7	145.53	Tamil Nadu	Post-Monsoon	72.53
banana	106.0	88.8	45.36	25.2	84.4	5.65	119.9	Karnataka	Kharif	55.51
banana	99.52	74.6	52.72	27.47	77.72	5.69	139.2	Punjab	Post-Monsoon	48.05
banana	106.11	75.4	45.85	25.74	82.22	6.64	120.77	Uttar Pradesh	Rabi	37.71
banana	103.82	77.82	53.31	33.59	82.85	6.14	137.17	Tamil Nadu	Zaid	143.08
banana	96.5	89.39	50.76	28.77	79.3	5.83	120.32	Tamil Nadu	Post-Monsoon	92.48
banana	105.54	80.13	48.82	34.93	82.28	6.93	138.14	Punjab	Kharif	141.16
banana	103.67	70.5	52.71	29.47	79.77	5.66	115.53	West Bengal	Kharif	37.66
mango	16.69	23.65	19.9	27.5	46.41	6.73	99.47	Punjab	Rabi	27.09
mango	19.93	19.12	22.41	33.34	45.37	6.88	101.97	Uttar Pradesh	Zaid	210.22
mango	22.55	22.95	20.46	28.13	51.52	6.14	104.18	Maharashtra	Kharif	277.16
mango	19.26	15.78	16.27	25.14	50.2	5.74	93.95	Uttar Pradesh	Kharif	266.8
mango	19.95	21.26	20.25	26.4	53.74	6.34	90.19	Uttar Pradesh	Post-Monsoon	298.77
mango	22.2	23.8	17.71	28.22	53.9	6.63	93.32	Tamil Nadu	Rabi	242.82
mango	24.52	18.71	21.05	29.72	47.11	6.16	104.94	West Bengal	Rabi	162.07
mango	23.29	15.1	19.16	26.5	45.67	7.45	96.24	West Bengal	Rabi	211.27
mango	20.38	18.31	15.61	29.69	46.56	6.2	101.18	West Bengal	Zaid	192.36
mango	24.28	17.75	23.21	33.68	50.84	6.11	102.49	Karnataka	Zaid	172.72
mango	21.42	17.03	20.93	26.03	47.16	5.86	101.27	West Bengal	Post-Monsoon	105.75
mango	22.72	20.92	17.77	33.07	53.71	6.84	99.47	West Bengal	Kharif	237.18
mango	24.89	15.91	23.03	26.46	46.65	7.25	96.47	Uttar Pradesh	Rabi	158.39
